Gene,MinimumKaKs,MaximumKaKs,MeanKaKs,MedianKaKs,Function,COG,FunctionalClass
kbl,0,0.180073591,0.012868937,0,2-amino-3-ketobutyrate coenzyme A ligase,COG0156,H
group_3994,0,0.180024798,0.031492384,0,ParB-like nuclease,COG3969,R
purC,0,0.179931592,0.011253011,0,phosphoribosylaminoimidazole-succinocarboxamide synthase,COG0152,F
paaX,0.037133808,0.179507534,0.105131862,0.111650587,"DNA-binding transcriptional repressor of phenylacetic acid degradation, aryl-CoA responsive",COG3327,K
ylaC,0,0.179345254,0.002456784,0,inner membrane protein,NF,NA
tatB,0,0.178951765,0.036000912,0,sec-independent translocase,NF,NA
group_4094,0,0.178737526,0.049543119,0.044849029,transcriptional regulator,NF,NA
paaY,0.081347932,0.178646287,0.103019518,0.097127111,phenylacetic acid degradation protein,COG0110,R
yciI,-85.2402179,0.17849295,-3.093970111,0,putative cytoplasmic protein YciI,NF,NA
nikB,0,0.178011446,0.010127885,0,"nickel ABC-transporter, permease protein",NF,NA
ybjG,0,0.177992612,0.052475567,0.058064476,putative phosphatase,NF,NA
ydiK,0,0.177940516,0.01506033,0,inner membrane protein,NF,NA
fdhD,0,0.177938446,0.037881407,0.01555897,formate dehydrogenase accessory protein,NF,NA
patA,0,0.177857847,0.009636467,0,putrescine--2-oxoglutarate aminotransferase,COG4992,E
melR,-1116.18843,0.177657458,-23.22931283,0,melibiose operon regulatory protein,COG2169,L
yicO,0,0.177533172,0.076818089,0.051675173,putative permease,COG2252,F
purA,0,0.177270812,0.007142241,0,adenylosuccinate synthetase,NF,NA
group_23604,0,0.177207895,0.024891292,0,putative hydrolase,NF,NA
group_9790,0,0.177114717,0.033482186,0,hypothetical protein,NF,NA
bglG,-1485.938937,0.176864486,-170.4767193,0.039149548,transcriptional antiterminator BglG,COG3933,K
htrA,0,0.176572421,0.029953596,0.023773294,protease Do precursor,COG3480,T
murP,-592.0753998,0.176555489,-15.34566662,0.022190448,N-acetylmuramic acid-specific PTS system EIIBC component,NF,NA
nirD,0,0.176453304,0.029134369,0,nitrite reductase (NAD(P)H) small subunit,NF,NA
dmsC_2,0,0.17638824,0.087380688,0.108007594,anaerobic dimethyl sulfoxide reductase subunit C,NF,NA
gmk,0,0.175628571,0.0155431,0,guanylate kinase,COG0194,F
yhbT,0,0.175510252,0.013937888,0,sterol-binding protein,COG3154,I
iscX,0,0.175307351,0.083645201,0.089668094,FeS assembly protein IscX,NF,NA
fhuA,0,0.175284427,0.045456632,0,ferrichrome outer membrane transporter,COG4774,P
arcC_1,0,0.175168207,0.020299336,0,carbamate kinase,COG0548,E
nth,0,0.175138892,0.040741392,0.038758881,endonuclease III,COG0122,L
yggG_1,-456.6501547,0.175035415,-20.49599893,0.018347663,"peptidase, M48B family",COG4783,R
yebO,0,0.174856514,0.057775367,0,protein,NF,NA
cusS,0,0.174700635,0.082688357,0.092231676,sensor kinase CusS,COG5278,T
opuCC,0,0.174488461,0.06573043,0.085502326,ABC transporter substrate-binding protein,COG2113,E
tas,0,0.17439962,0.010976647,0,putative aldo/keto reductase,COG4989,R
fdnH,0,0.174238565,0.04502947,0,"formate dehydrogenase, nitrate-inducible, iron-sulfur subunit",COG2768,S
oxaA,0,0.174166248,0.019601687,0,inner membrane protein,NF,NA
htpX,0,0.173946696,0.009175255,0,M48B family peptidase,COG4784,R
mhpD,0,0.173908747,0.093887485,0.09379474,2-keto-4-pentenoate hydratase,COG3971,Q
proC,0,0.173766704,0.047379501,0,pyrroline-5-carboxylate reductase,COG0345,E
secB,0,0.173737461,0.042300921,0.063638668,preprotein translocase subunit SecB,NF,NA
rffD,0,0.173348705,0.0346173,0.032380525,UDP-N-acetyl-D-mannosamine dehydrogenase,NF,NA
tdcG,0,0.172884643,0.036815086,0.029507035,L-serine dehydratase,COG1760,E
yaaW,0,0.172737326,0.053903853,0.036602725,putative oxidoreductase,COG4735,S
thyA,0,0.172276216,0.003212317,0,thymidylate synthetase,NF,NA
narH,0,0.172218085,0.009758405,0,respiratory nitrate reductase 1 subunit beta,COG2768,S
yfcD,0,0.172155424,0.003072667,0,NUDIX hydrolase,NF,NA
mltD,0,0.171922726,0.010425278,0,membrane-bound lytic murein transglycosylase D,NF,NA
group_5503,0,0.171911712,0.046347096,0.045213634,membrane protein,NF,NA
fabD,0,0.171787656,0.025561669,0,malonyl CoA-acyl carrier protein transacylase,COG0331,I
purK,0,0.171786179,0.083186077,0.086274611,phosphoribosylaminoimidazole carboxylase ATPase subunit,COG0026,F
folX,0,0.171507721,0.005584084,0,"D-erythro-7,8-dihydroneopterin triphosphate epimerase",NF,NA
slyD,0,0.171449575,0.005139914,0,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,NF,NA
allB,0,0.171210675,0.044342626,0.050603221,allantoinase,COG3653,Q
priB,0,0.171147167,0.00920379,0,primosomal replication protein N,NF,NA
aegA,0,0.170705272,0.062356588,0.057503892,oxidoreductase,COG3349,R
lolD_2,0,0.170653456,0.018236348,0,ABC transporter ATP-binding protein,COG4181,Q
exbD,0,0.17059961,0.015098736,0,biopolymer transport protein,NF,NA
dnaJ,0,0.17055327,0.015121625,0,chaperone protein DnaJ,COG5407,U
group_7033,0,0.170255707,0.030577278,0.030369155,putative lipoprotein,NF,NA
iolC_3,0,0.170149989,0.054301368,0.05240106,ketodeoxygluconokinase,COG3892,G
mltB,-603.4402356,0.170075454,-15.1830545,0.07163342,murein hydrolase B,NF,NA
ynfA,0,0.170029014,0.061278251,0.043274238,inner membrane protein,NF,NA
nanR,0,0.169936299,0.021026217,0.016758725,GntR family transcriptional regulator,COG1802,K
mlaC,0,0.169880576,0.021533245,0,putative organic solvent tolerance protein,NF,NA
acrF,0,0.169827689,0.041686235,0.034561099,multidrug efflux system protein,NF,NA
yeaA,0,0.169817413,0.015430642,0,methionine sulfoxide reductase B,NF,NA
pmbA,0,0.169669303,0.014028057,0,putative modulator of DNA gyrase,COG0312,R
yheS,0,0.169551568,0.035793117,0.022189584,ABC transporter ATP-binding protein,COG2909,K
entD,-211.2643575,0.169394662,-6.833074052,0.074375276,phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex,NF,NA
yidZ,-1572.292969,0.169109941,-61.62055895,0.039620855,DNA-binding transcriptional regulator YidZ,NF,NA
puuB,0,0.169059335,0.033034307,0.017958202,gamma-glutamylputrescine oxidoreductase,COG4121,J
rffA,-1431.442685,0.168782721,-44.68620106,0.0167673,dTDP-4-oxo-6-deoxy-D-glucose transaminase,COG0399,M
yedI,0,0.16866025,0.041379293,0.033652925,putative methyl-independent mismatch repair protein,COG2354,S
yqjF,0,0.168557797,0.088649059,0.081508942,DoxX family protein,NF,NA
mazF,0,0.168308907,0.066178051,0.071679557,toxin ChpA,NF,NA
ssuB,0,0.167854001,0.081085602,0.071257676,"putative aliphatic sulfonates ABC transporter, ATP-binding protein",COG3842,E
uxuB,0,0.167675703,0.035636612,0.020329873,"D-mannonate oxidoreductase, NAD-binding",COG0246,G
ebgR,0,0.167588044,0.069818442,0.058015683,ebg operon repressor,NF,NA
dgt,0,0.16756272,0.054703368,0.050250664,deoxyguanosinetriphosphate triphosphohydrolase,NF,NA
cyoC,0,0.16739475,0.019304587,0,cytochrome o ubiquinol oxidase subunit III,NF,NA
sfmA,0,0.167348009,0.007606728,0,fimbrial-like protein,COG3539,N
estB,0,0.167131128,0.054506539,0.023248507,periplasmic esterase,COG3876,S
slyB,-453.9860494,0.166809694,-9.416812509,0,outer membrane lipoprotein,COG4520,M
yfcM,0,0.166573331,0.050568157,0.038042632,putative transporting ATPase,NF,NA
yadF,0,0.166553344,0.022044954,0,carbonic anhydrase 2 YadF,COG0288,P
gshB,0,0.16652584,0.039600906,0,glutathione synthetase,COG0189,HJ
yfgM,0,0.166469103,0.039367451,0,"conserved protein, UPF0070 family",COG4649,S
mdh,0.02983622,0.165776644,0.064060886,0.062415067,malate dehydrogenase,NF,NA
deoD,0,0.165672575,0.028156709,0.026844867,purine nucleoside phosphorylase,NF,NA
nlpC,0,0.165586881,0.035310864,0,putative lipoprotein,COG3584,S
dmsA_1,0,0.165381393,0.038585351,0.02204866,"putative dimethyl sulfoxide reductase, olydopterin dinucleotide binding subunit",COG3383,R
ycaD,0,0.16537566,0.053734074,0.055686996,major facilitator superfamily protein,COG2814,G
holE,0,0.164971451,0.003366764,0,DNA polymerase III subunit theta,NF,NA
uxuA,0,0.164816057,0.016914211,0.011474066,mannonate dehydratase,NF,NA
rcsD,-364.8527522,0.164762617,-10.7075402,0,two-component system sensor kinase,COG4999,T
ycfF,0,0.164729655,0.019023867,0,purine nucleoside phosphoramidase,NF,NA
motB_2,0,0.164713281,0.069561608,0.06132679,lateral flagellar motor protein B (MotB-like),COG3455,U
psiF,0,0.16451269,0.003564804,0,phosphate starvation-inducible protein,NF,NA
ybbO,0,0.164232858,0.024137678,0,putative oxidoreductase with NAD(P)-binding Rossmann-fold domain,COG3347,G
ydhZ,0,0.163846977,0.021947905,0,protein,NF,NA
fliR,-2492.843267,0.163738175,-214.3835564,0.046738504,flagellar biosynthesis protein FliR,COG1684,N
hemF,-1161.932083,0.163597024,-40.49846551,0.038731261,coproporphyrinogen III oxidase,NF,NA
yaiA,0,0.16337996,0.004005812,0,protein,NF,NA
ycfD,0,0.163074344,0.017223718,0.014076279,cupin superfamily protein family,NF,NA
yghW,-379.9209777,0.16292262,-13.09009631,0,protein,NF,NA
truC,0,0.162887407,0.053888288,0.042794783,tRNA pseudouridine synthase C,NF,NA
hybA,0,0.162741273,0.032396716,0,hydrogenase-2 subunit,COG2768,S
rhtC_1,0,0.162628052,0.034739765,0,LysE family translocator,NF,NA
hpaC,0,0.162603757,0.026425266,0,"4-hydroxyphenylacetate 3-monooxygenase, reductase component",NF,NA
ppiA,0,0.161624318,0.010540716,0,peptidyl-prolyl cis-trans isomerase,NF,NA
ydcJ,-3869.125545,0.161419171,-122.1159087,0.068255988,putative cytoplasmic protein,COG5383,R
fucI,0,0.161383013,0.02990272,0.025904926,L-fucose isomerase,COG2407,G
fxsA,-664.7578392,0.160800614,-10.50220777,0.04888044,protein FxsA (suppressor of F exclusion of phage T7),COG3030,R
ytfE,0,0.160695293,0.0527535,0.044692187,regulator of cell morphogenesis and NO signaling,COG3945,R
nhaR,0,0.16035009,0.019521669,0,transcriptional activator NhaR,NF,NA
maeB,0,0.15967995,0.013225223,0.01148458,NADP-dependent malic enzyme,NF,NA
tsx,0,0.15871944,0.023257896,0,nucleoside-specific channel-forming protein tsx,NF,NA
dmlR_1,-267.3147328,0.157813946,-82.88656193,0.093574491,LysR family transcriptional regulator,COG3683,R
blc,0,0.157398042,0.065969563,0.063639516,outer membrane lipoprotein,COG3040,M
rhmA,0,0.157383087,0.013606791,0,putative carbon-carbon lyase,NF,NA
sixA,0,0.157003605,0.046069393,0,phosphohistidine phosphatase,NF,NA
yoaB,0,0.156117449,0.005829443,0,putative translation initiation inhibitor,NF,NA
rhaA,0,0.155637324,0.075525169,0.077275838,L-rhamnose isomerase,COG4806,G
ydfG,0,0.154195732,0.035292156,0,NADP-dependent L-serine/L-allo-threonine dehydrogenase,COG4772,P
celF,-466.9929711,0.15400813,-24.83753429,0.074085188,6-phospho-beta-glucosidase,NF,NA
mog,0,0.153767663,0.054773642,0.059848756,molybdopterin biosynthesis Mog protein,COG0303,H
nikD,0,0.153553976,0.072444537,0.057331453,"nickel ABC transporter, ATP-binding protein",COG4608,E
hisH,0,0.153509981,0.022536047,0,imidazole glycerol phosphate synthase subunit,COG0107,E
yegT,0,0.153458889,0.038393003,0.039598991,major facilitator superfamily protein,NF,NA
nlpD,0,0.153347781,0.036702739,0.034134696,lipoprotein NlpD,COG4942,D
xerC_3,0,0.153019579,0.029074594,0,tyrosine recombinase,COG4973,L
group_9487,0,0.152979053,0.037240997,0,phage shock protein A,NF,NA
entB,0,0.152887428,0.043419739,0.038401407,isochorismatase,NF,NA
hpaI,0,0.152626759,0.054076356,0.050770494,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",NF,NA
pgpA,0,0.152597358,0.013457775,0.015504014,phosphatidylglycerophosphatase A,NF,NA
pntA,0,0.15218051,0.036876005,0.01551139,NAD(P) transhydrogenase subunit alpha,COG3288,C
lpoA,0.029326364,0.151977033,0.083630429,0.080172476,lipoprotein,COG3107,M
ccmH,0,0.151690256,0.062980042,0.060152259,cytochrome C-type biogenesis protein,COG4235,CO
adrA,-329.9334779,0.151679247,-8.49367357,0.080105633,putative signal transduction protein,COG3706,TK
grxB,0,0.15156528,0.015803151,0,glutaredoxin,NF,NA
ydbH,0,0.151068742,0.082622901,0.080857166,protein,NF,NA
yidE,0,0.151012842,0.01839015,0,putative transport protein YidE,COG2985,R
ptsA,-2077.208268,0.150972314,-98.87334153,0.036851664,multiphosphoryl transfer protein 2 [includes phosphoenolpyruvate-protein phosphotransferase);phosphocarrier protein Hpr; fructose-like specific PTS system EIIA component],COG3412,T
ynbE,0.082223258,0.150791093,0.131703558,0.150791093,lipoprotein,NF,NA
tkrA,0,0.150729981,0.043679537,0,2-ketoaldonate reductase/glyoxylate reductase B,COG1932,HE
dtpB,0,0.150296873,0.031246906,0.026471612,putative oligopeptide transporter,NF,NA
malE,0,0.150157349,0.018623108,0,"maltose transport system, substrate-binding protein",COG2182,G
group_22913,0,0.150139303,0.023855573,0,LexA regulated protein,NF,NA
greB,-549.3209796,0.150020934,-106.0558132,0.059753647,transcription elongation factor GreB,COG0782,K
kamA,0,0.149740221,0.055367019,0.070172729,radical SAM superfamily protein,NF,NA
cdaR,0,0.149624921,0.018204046,0,carbohydrate diacid regulator,COG3835,KT
galK,0,0.149098909,0.024136194,0.015155771,galactokinase,COG0153,G
dnaN,0,0.148559092,0.039238512,0,DNA polymerase III,NF,NA
uhpC,0,0.148487368,0.045173763,0.04084023,major facilitator superfamily protein,COG2814,G
dcm,0,0.148193702,0.075195988,0.075565231,DNA-cytosine methyltransferase,NF,NA
ydjE_1,0,0.14789254,0.033488664,0.02163468,major facilitator superfamily protein,COG2814,G
gshA,0,0.147571855,0.054401082,0.049277611,glutamate--cysteine ligase,NF,NA
mutY,0,0.147476445,0.056925041,0.039721021,adenine DNA glycosylase,COG0122,L
entS,-1575.774938,0.147454721,-15.13256703,0.014536809,enterobactin exporter,COG2814,G
cpxA,0,0.147049709,0.01033054,0,two-component sensor kinase,COG5278,T
yaeJ,0,0.146964217,0.054525028,0.045004235,putative peptidyl-tRNA hydrolase,NF,NA
lpoB,0,0.146847571,0.010077748,0,fibronectin-binding protein B,NF,NA
glxK,-208.1331077,0.146440286,-24.56698005,0.044941191,glycerate kinase,COG3835,KT
mppA,0,0.146162821,0.034261861,0.028963624,periplasmic murein peptide-binding protein,COG4166,E
group_9486,0,0.14609703,0.002844003,0,putative lipoprotein,NF,NA
rluB,0,0.146009466,0.024761377,0.031343054,23S rRNA pseudouridylate synthase B,NF,NA
group_7211,0,0.145904409,0.046337043,0.042530863,putative lipoprotein,NF,NA
yedO,0,0.145882253,0.051721822,0.050074843,D-cysteine desulfhydrase,COG0031,E
ybaW,0,0.145562088,0.03746476,0,thioesterase protein YbaW,COG3884,I
lnt,0,0.145553643,0.064563063,0.057338834,apolipoprotein N-acyltransferase,NF,NA
hisC,0,0.145279599,0.059563297,0.059231004,histidinol-phosphate aminotransferase,COG0141,E
amiB,0,0.145241121,0.045657095,0.033914681,N-acetylmuramoyl-L-alanine amidase,NF,NA
rnk,0,0.14474575,0.003711429,0,regulator of nucleoside diphosphate kinase,COG0782,K
group_7469,0,0.144689513,0.002422896,0,endonuclease/exonuclease/phosphatase family protein,COG3021,R
yehP,0,0.144680622,0.063897931,0.067743935,von Willebrand factor type A domain protein YehP,COG1240,H
prpB,0,0.144642884,0.057989281,0.052500584,methylisocitrate lyase,COG2224,C
atpB,0,0.14463674,0.039138765,0.031918234,membrane-bound ATP synthase F0 sector subunit a,COG0055,C
group_4504,0,0.144487453,0.045376741,0.04099654,putative molybdopterin-binding oxidoreductase,COG3383,R
yijP,0,0.144250276,0.073802716,0.075830148,inner membrane protein,COG2194,M
pepE,0,0.144157707,0.011382857,0,peptidase E,COG3340,E
icc,0,0.143849135,0.022480184,0,putative phosphoesterase,NF,NA
rimJ,0,0.143511618,0.039165075,0,ribosomal-protein-alanine acetyltransferase,NF,NA
psiE,0,0.143391925,0.009032354,0,protein psie,COG3223,R
tqsA,0,0.143178012,0.014958022,0,transporter,NF,NA
allR,0,0.143159961,0.033780148,0.026210121,negative regulator of allantoin and glyoxylate utilization operons,NF,NA
ftsE,0,0.14300606,0.002918491,0,cell division ATP-binding membraine protein FtsE,COG3842,E
ytfT,0,0.142972288,0.047966338,0.037271816,ABC transporter permease,COG4158,R
gpmB,0,0.14270714,0.014403555,0,phosphoglycerate mutase,NF,NA
ydeN,0,0.14254118,0.011457034,0,sulfatase ydeN,COG1368,M
ybdK,-358.7783794,0.142428179,-48.66060164,0.063493805,carboxylate-amine ligase,COG3572,H
qseC,0,0.141985369,0.087462071,0.093904846,two-component system sensor kinase,COG4191,T
pcnB,0,0.141969385,0.016973064,0.007797302,poly(A) polymerase,NF,NA
group_6907,0,0.141950696,0.022012507,0,putative C4-dicarboxylate anaerobic transporter,NF,NA
kdsB,0,0.1416896,0.060926672,0.05916622,3-deoxy-manno-octulosonate cytidylyltransferase,COG3980,M
putA,0,0.141117271,0.029837538,0.024434029,trifunctional transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase,COG4230,E
yrbF,0,0.140942845,0.008084821,0,ABC transporter ATP-binding protein,COG3842,E
motA,0,0.140817342,0.058077693,0.041771819,chemotaxis protein MotA (motility protein A),NF,NA
trxB,0,0.140760227,0.019473824,0,thioredoxin reductase,COG3634,V
dacD,-304.1167629,0.140562794,-2.856191492,0.028986726,penicillin-binding protein 6B,NF,NA
mtlR,0,0.140468977,0.053896715,0.040539107,mannitol operon repressor,NF,NA
wcaK,0,0.140357869,0.048942444,0.047822717,Colanic acid biosynthesis protein,NF,NA
fsaB,0,0.140350862,0.033245964,0.025479879,fructose-6-phosphate aldolase 2,COG0176,G
hemA,0,0.140328345,0.037060816,0.037430669,glutamyl-tRNA reductase,COG0373,H
speC_2,0,0.140285473,0.010690983,0,ornithine decarboxylase,NF,NA
xcpW,0,0.140185883,0.06609165,0.075643984,type II secretion protein GspJ,COG4795,U
afr,0,0.14000505,0.05177155,0.052148594,putative oxidoreductase,COG3494,S
yghA,0,0.139989245,0.051211703,0.028907675,oxidoreductase,COG3347,G
gabP,-1629.113208,0.139859396,-31.91834805,0.01855176,gamma-aminobutyrate transporter,COG0833,E
betT,0,0.139378469,0.010453126,0,high-affinity choline transport protein (BCCT-family transporter),COG0237,H
allS_2,0,0.139073623,0.02723849,0.022079797,LysR family transcriptional regulator,NF,NA
pssA,-486.9990349,0.138996809,-5.162645365,0,phosphatidylserine synthase,NF,NA
nrdF,0,0.138857068,0.056013943,0.062328103,ribonucleoside-diphosphate reductase 2 beta chain,COG0208,F
recF,0,0.138772209,0.009184066,0,DNA replication and repair protein,COG1195,L
yacG,0,0.138659224,0.017968343,0,zinc-binding protein,NF,NA
ubiD,0,0.138625397,0.010538626,0,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,COG0043,H
rfaF,0,0.138441476,0.051814724,0.046899042,ADP-heptose--LPS-heptosyltransferase II,COG2870,M
entE,0,0.137812458,0.033216241,0.026031464,"enterobactin synthetase component E [includes: 2,3-dihydroxybenzoate-AMP ligase; S-dihydroxybenzoyltransferase]",COG4340,S
sufS,0.027758646,0.137809878,0.059284821,0.061985277,cysteine desulfurase (selenocysteine lyase),COG0075,EF
ldhA,0,0.13774813,0.019485699,0,D-lactate dehydrogenase,COG1932,HE
glpC,0,0.137692047,0.05639203,0.040798915,anaerobic glycerol-3-phosphate dehydrogenase subunit C,COG3075,E
smpA,0,0.137670347,0.004916798,0,putative outer membrane assembly lipoprotein,NF,NA
yejE,0,0.137490352,0.015028834,0,ABC transporter permease,COG4171,V
phoU,0,0.137400137,0.030148799,0.0184091,phosphate transport system regulatory protein PhoU,NF,NA
yaiL,0,0.137234325,0.02882299,0,nucleoprotein/polynucleotide-associated enzyme,COG3122,S
yheO,0,0.137225514,0.017936221,0,putative DNA-binding transcriptional regulator,COG2964,K
topB,0,0.137177159,0.03648079,0.040910298,DNA topoisomerase III,COG0550,L
